main_term,path,full_term,level,type,value,code
Replacement,Replacement > Bronchus > Upper Lobe > Right,Replacement > Bronchus > Upper Lobe > Right,3,codes,,0BR4
Replacement,Replacement > Buccal Mucosa,Replacement > Buccal Mucosa,1,codes,,0CR4
Replacement,Replacement > Bursa and Ligament > Abdomen > Left,Replacement > Bursa and Ligament > Abdomen > Left,3,codes,,0MRJ
Replacement,Replacement > Bursa and Ligament > Abdomen > Right,Replacement > Bursa and Ligament > Abdomen > Right,3,codes,,0MRH
Replacement,Replacement > Bursa and Ligament > Ankle > Left,Replacement > Bursa and Ligament > Ankle > Left,3,codes,,0MRR
Replacement,Replacement > Bursa and Ligament > Ankle > Right,Replacement > Bursa and Ligament > Ankle > Right,3,codes,,0MRQ
Replacement,Replacement > Bursa and Ligament > Elbow > Left,Replacement > Bursa and Ligament > Elbow > Left,3,codes,,0MR4
Replacement,Replacement > Bursa and Ligament > Elbow > Right,Replacement > Bursa and Ligament > Elbow > Right,3,codes,,0MR3
Replacement,Replacement > Bursa and Ligament > Foot > Left,Replacement > Bursa and Ligament > Foot > Left,3,codes,,0MRT
Replacement,Replacement > Bursa and Ligament > Foot > Right,Replacement > Bursa and Ligament > Foot > Right,3,codes,,0MRS
Replacement,Replacement > Bursa and Ligament > Hand > Left,Replacement > Bursa and Ligament > Hand > Left,3,codes,,0MR8
Replacement,Replacement > Bursa and Ligament > Hand > Right,Replacement > Bursa and Ligament > Hand > Right,3,codes,,0MR7
Replacement,Replacement > Bursa and Ligament > Head and Neck,Replacement > Bursa and Ligament > Head and Neck,2,codes,,0MR0
Replacement,Replacement > Bursa and Ligament > Hip > Left,Replacement > Bursa and Ligament > Hip > Left,3,codes,,0MRM
Replacement,Replacement > Bursa and Ligament > Hip > Right,Replacement > Bursa and Ligament > Hip > Right,3,codes,,0MRL
Replacement,Replacement > Bursa and Ligament > Knee > Left,Replacement > Bursa and Ligament > Knee > Left,3,codes,,0MRP
Replacement,Replacement > Bursa and Ligament > Knee > Right,Replacement > Bursa and Ligament > Knee > Right,3,codes,,0MRN
Replacement,Replacement > Bursa and Ligament > Lower Extremity > Left,Replacement > Bursa and Ligament > Lower Extremity > Left,3,codes,,0MRW
Replacement,Replacement > Bursa and Ligament > Lower Extremity > Right,Replacement > Bursa and Ligament > Lower Extremity > Right,3,codes,,0MRV
Replacement,Replacement > Bursa and Ligament > Perineum,Replacement > Bursa and Ligament > Perineum,2,codes,,0MRK
Replacement,Replacement > Bursa and Ligament > Rib(s),Replacement > Bursa and Ligament > Rib(s),2,codes,,0MRG
Replacement,Replacement > Bursa and Ligament > Shoulder > Left,Replacement > Bursa and Ligament > Shoulder > Left,3,codes,,0MR2
Replacement,Replacement > Bursa and Ligament > Shoulder > Right,Replacement > Bursa and Ligament > Shoulder > Right,3,codes,,0MR1
Replacement,Replacement > Bursa and Ligament > Spine > Lower,Replacement > Bursa and Ligament > Spine > Lower,3,codes,,0MRD
Replacement,Replacement > Bursa and Ligament > Spine > Upper,Replacement > Bursa and Ligament > Spine > Upper,3,codes,,0MRC
Replacement,Replacement > Bursa and Ligament > Sternum,Replacement > Bursa and Ligament > Sternum,2,codes,,0MRF
Replacement,Replacement > Bursa and Ligament > Upper Extremity > Left,Replacement > Bursa and Ligament > Upper Extremity > Left,3,codes,,0MRB
Replacement,Replacement > Bursa and Ligament > Upper Extremity > Right,Replacement > Bursa and Ligament > Upper Extremity > Right,3,codes,,0MR9
Replacement,Replacement > Bursa and Ligament > Wrist > Left,Replacement > Bursa and Ligament > Wrist > Left,3,codes,,0MR6
Replacement,Replacement > Bursa and Ligament > Wrist > Right,Replacement > Bursa and Ligament > Wrist > Right,3,codes,,0MR5
Replacement,Replacement > Carina,Replacement > Carina,1,codes,,0BR2
Replacement,Replacement > Carpal > Left,Replacement > Carpal > Left,2,codes,,0PRN
Replacement,Replacement > Carpal > Right,Replacement > Carpal > Right,2,codes,,0PRM
Replacement,Replacement > Cerebral Meninges,Replacement > Cerebral Meninges,1,codes,,00R1
Replacement,Replacement > Cerebral Ventricle,Replacement > Cerebral Ventricle,1,codes,,00R6
Replacement,Replacement > Chordae Tendineae,Replacement > Chordae Tendineae,1,codes,,02R9
Replacement,Replacement > Choroid > Left,Replacement > Choroid > Left,2,codes,,08RB
Replacement,Replacement > Choroid > Right,Replacement > Choroid > Right,2,codes,,08RA
Replacement,Replacement > Clavicle > Left,Replacement > Clavicle > Left,2,codes,,0PRB
Replacement,Replacement > Clavicle > Right,Replacement > Clavicle > Right,2,codes,,0PR9
Replacement,Replacement > Coccyx,Replacement > Coccyx,1,codes,,0QRS
Replacement,Replacement > Conjunctiva > Left,Replacement > Conjunctiva > Left,2,codes,,08RTX
Replacement,Replacement > Conjunctiva > Right,Replacement > Conjunctiva > Right,2,codes,,08RSX
Replacement,Replacement > Cornea > Left,Replacement > Cornea > Left,2,codes,,08R9
Replacement,Replacement > Cornea > Right,Replacement > Cornea > Right,2,codes,,08R8
Replacement,Replacement > Diaphragm,Replacement > Diaphragm,1,codes,,0BRT
Replacement,Replacement > Disc > Cervical Vertebral,Replacement > Disc > Cervical Vertebral,2,codes,,0RR30
Replacement,Replacement > Disc > Cervicothoracic Vertebral,Replacement > Disc > Cervicothoracic Vertebral,2,codes,,0RR50
Replacement,Replacement > Disc > Lumbar Vertebral,Replacement > Disc > Lumbar Vertebral,2,codes,,0SR20
Replacement,Replacement > Disc > Lumbosacral,Replacement > Disc > Lumbosacral,2,codes,,0SR40
Replacement,Replacement > Disc > Thoracic Vertebral,Replacement > Disc > Thoracic Vertebral,2,codes,,0RR90
Replacement,Replacement > Disc > Thoracolumbar Vertebral,Replacement > Disc > Thoracolumbar Vertebral,2,codes,,0RRB0
Replacement,Replacement > Duct > Common Bile,Replacement > Duct > Common Bile,2,codes,,0FR9
Replacement,Replacement > Duct > Cystic,Replacement > Duct > Cystic,2,codes,,0FR8
Replacement,Replacement > Duct > Hepatic > Common,Replacement > Duct > Hepatic > Common,3,codes,,0FR7
Replacement,Replacement > Duct > Hepatic > Left,Replacement > Duct > Hepatic > Left,3,codes,,0FR6
Replacement,Replacement > Duct > Hepatic > Right,Replacement > Duct > Hepatic > Right,3,codes,,0FR5
Replacement,Replacement > Duct > Lacrimal > Left,Replacement > Duct > Lacrimal > Left,3,codes,,08RY
Replacement,Replacement > Duct > Lacrimal > Right,Replacement > Duct > Lacrimal > Right,3,codes,,08RX
Replacement,Replacement > Duct > Pancreatic,Replacement > Duct > Pancreatic,2,codes,,0FRD
Replacement,Replacement > Duct > Pancreatic > Accessory,Replacement > Duct > Pancreatic > Accessory,3,codes,,0FRF
Replacement,Replacement > Duct > Parotid > Left,Replacement > Duct > Parotid > Left,3,codes,,0CRC
Replacement,Replacement > Duct > Parotid > Right,Replacement > Duct > Parotid > Right,3,codes,,0CRB
Replacement,Replacement > Dura Mater,Replacement > Dura Mater,1,codes,,00R2
Replacement,Replacement > Ear > External > Bilateral,Replacement > Ear > External > Bilateral,3,codes,,09R2
Replacement,Replacement > Ear > External > Left,Replacement > Ear > External > Left,3,codes,,09R1
Replacement,Replacement > Ear > External > Right,Replacement > Ear > External > Right,3,codes,,09R0
Replacement,Replacement > Ear > Inner > Left,Replacement > Ear > Inner > Left,3,codes,,09RE0
Replacement,Replacement > Ear > Inner > Right,Replacement > Ear > Inner > Right,3,codes,,09RD0
Replacement,Replacement > Ear > Middle > Left,Replacement > Ear > Middle > Left,3,codes,,09R60
Replacement,Replacement > Ear > Middle > Right,Replacement > Ear > Middle > Right,3,codes,,09R50
Replacement,Replacement > Epiglottis,Replacement > Epiglottis,1,codes,,0CRR
Replacement,Replacement > Esophagus,Replacement > Esophagus,1,codes,,0DR5
Replacement,Replacement > Eye > Left,Replacement > Eye > Left,2,codes,,08R1
Replacement,Replacement > Eye > Right,Replacement > Eye > Right,2,codes,,08R0
Replacement,Replacement > Eyelid > Lower > Left,Replacement > Eyelid > Lower > Left,3,codes,,08RR
Replacement,Replacement > Eyelid > Lower > Right,Replacement > Eyelid > Lower > Right,3,codes,,08RQ
Replacement,Replacement > Eyelid > Upper > Left,Replacement > Eyelid > Upper > Left,3,codes,,08RP
Replacement,Replacement > Eyelid > Upper > Right,Replacement > Eyelid > Upper > Right,3,codes,,08RN
Replacement,Replacement > Femoral Shaft > Left,Replacement > Femoral Shaft > Left,2,codes,,0QR9
Replacement,Replacement > Femoral Shaft > Right,Replacement > Femoral Shaft > Right,2,codes,,0QR8
Replacement,Replacement > Femur > Lower > Left,Replacement > Femur > Lower > Left,3,codes,,0QRC
Replacement,Replacement > Femur > Lower > Right,Replacement > Femur > Lower > Right,3,codes,,0QRB
Replacement,Replacement > Femur > Upper > Left,Replacement > Femur > Upper > Left,3,codes,,0QR7
Replacement,Replacement > Femur > Upper > Right,Replacement > Femur > Upper > Right,3,codes,,0QR6
Replacement,Replacement > Fibula > Left,Replacement > Fibula > Left,2,codes,,0QRK
Replacement,Replacement > Fibula > Right,Replacement > Fibula > Right,2,codes,,0QRJ
Replacement,Replacement > Finger Nail,Replacement > Finger Nail,1,codes,,0HRQX
Replacement,Replacement > Gingiva > Lower,Replacement > Gingiva > Lower,2,codes,,0CR6
Replacement,Replacement > Gingiva > Upper,Replacement > Gingiva > Upper,2,codes,,0CR5
Replacement,Replacement > Glenoid Cavity > Left,Replacement > Glenoid Cavity > Left,2,codes,,0PR8
Replacement,Replacement > Glenoid Cavity > Right,Replacement > Glenoid Cavity > Right,2,codes,,0PR7
Replacement,Replacement > Hair,Replacement > Hair,1,codes,,0HRSX
Replacement,Replacement > Heart,Replacement > Heart,1,codes,,02RA0
Replacement,Replacement > Humeral Head > Left,Replacement > Humeral Head > Left,2,codes,,0PRD
Replacement,Replacement > Humeral Head > Right,Replacement > Humeral Head > Right,2,codes,,0PRC
Replacement,Replacement > Humeral Shaft > Left,Replacement > Humeral Shaft > Left,2,codes,,0PRG
Replacement,Replacement > Humeral Shaft > Right,Replacement > Humeral Shaft > Right,2,codes,,0PRF
Replacement,Replacement > Iris > Left,Replacement > Iris > Left,2,codes,,08RD3
Replacement,Replacement > Iris > Right,Replacement > Iris > Right,2,codes,,08RC3
Replacement,Replacement > Joint > Acromioclavicular > Left,Replacement > Joint > Acromioclavicular > Left,3,codes,,0RRH0
Replacement,Replacement > Joint > Acromioclavicular > Right,Replacement > Joint > Acromioclavicular > Right,3,codes,,0RRG0
Replacement,Replacement > Joint > Ankle > Left,Replacement > Joint > Ankle > Left,3,codes,,0SRG
Replacement,Replacement > Joint > Ankle > Right,Replacement > Joint > Ankle > Right,3,codes,,0SRF
Replacement,Replacement > Joint > Carpal > Left,Replacement > Joint > Carpal > Left,3,codes,,0RRR0
Replacement,Replacement > Joint > Carpal > Right,Replacement > Joint > Carpal > Right,3,codes,,0RRQ0
Replacement,Replacement > Joint > Carpometacarpal > Left,Replacement > Joint > Carpometacarpal > Left,3,codes,,0RRT0
Replacement,Replacement > Joint > Carpometacarpal > Right,Replacement > Joint > Carpometacarpal > Right,3,codes,,0RRS0
Replacement,Replacement > Joint > Cervical Vertebral,Replacement > Joint > Cervical Vertebral,2,codes,,0RR10
Replacement,Replacement > Joint > Cervicothoracic Vertebral,Replacement > Joint > Cervicothoracic Vertebral,2,codes,,0RR40
Replacement,Replacement > Joint > Coccygeal,Replacement > Joint > Coccygeal,2,codes,,0SR60
Replacement,Replacement > Joint > Elbow > Left,Replacement > Joint > Elbow > Left,3,codes,,0RRM0
Replacement,Replacement > Joint > Elbow > Right,Replacement > Joint > Elbow > Right,3,codes,,0RRL0
Replacement,Replacement > Joint > Finger Phalangeal > Left,Replacement > Joint > Finger Phalangeal > Left,3,codes,,0RRX0
Replacement,Replacement > Joint > Finger Phalangeal > Right,Replacement > Joint > Finger Phalangeal > Right,3,codes,,0RRW0
Replacement,Replacement > Joint > Hip > Left,Replacement > Joint > Hip > Left,3,codes,,0SRB
Replacement,Replacement > Joint > Hip > Left > Acetabular Surface,Replacement > Joint > Hip > Left > Acetabular Surface,4,codes,,0SRE
Replacement,Replacement > Joint > Hip > Left > Femoral Surface,Replacement > Joint > Hip > Left > Femoral Surface,4,codes,,0SRS
Replacement,Replacement > Joint > Hip > Right,Replacement > Joint > Hip > Right,3,codes,,0SR9
Replacement,Replacement > Joint > Hip > Right > Acetabular Surface,Replacement > Joint > Hip > Right > Acetabular Surface,4,codes,,0SRA
Replacement,Replacement > Joint > Hip > Right > Femoral Surface,Replacement > Joint > Hip > Right > Femoral Surface,4,codes,,0SRR
Replacement,Replacement > Joint > Knee > Left,Replacement > Joint > Knee > Left,3,codes,,0SRD
Replacement,Replacement > Joint > Knee > Left > Femoral Surface,Replacement > Joint > Knee > Left > Femoral Surface,4,codes,,0SRU
Replacement,Replacement > Joint > Knee > Left > Tibial Surface,Replacement > Joint > Knee > Left > Tibial Surface,4,codes,,0SRW
Replacement,Replacement > Joint > Knee > Right,Replacement > Joint > Knee > Right,3,codes,,0SRC
Replacement,Replacement > Joint > Knee > Right > Femoral Surface,Replacement > Joint > Knee > Right > Femoral Surface,4,codes,,0SRT
Replacement,Replacement > Joint > Knee > Right > Tibial Surface,Replacement > Joint > Knee > Right > Tibial Surface,4,codes,,0SRV
Replacement,Replacement > Joint > Lumbar Vertebral,Replacement > Joint > Lumbar Vertebral,2,codes,,0SR00
Replacement,Replacement > Joint > Lumbosacral,Replacement > Joint > Lumbosacral,2,codes,,0SR30
Replacement,Replacement > Joint > Metacarpophalangeal > Left,Replacement > Joint > Metacarpophalangeal > Left,3,codes,,0RRV0
Replacement,Replacement > Joint > Metacarpophalangeal > Right,Replacement > Joint > Metacarpophalangeal > Right,3,codes,,0RRU0
Replacement,Replacement > Joint > Metatarsal-Phalangeal > Left,Replacement > Joint > Metatarsal-Phalangeal > Left,3,codes,,0SRN0
Replacement,Replacement > Joint > Metatarsal-Phalangeal > Right,Replacement > Joint > Metatarsal-Phalangeal > Right,3,codes,,0SRM0
Replacement,Replacement > Joint > Occipital-cervical,Replacement > Joint > Occipital-cervical,2,codes,,0RR00
Replacement,Replacement > Joint > Sacrococcygeal,Replacement > Joint > Sacrococcygeal,2,codes,,0SR50
Replacement,Replacement > Joint > Sacroiliac > Left,Replacement > Joint > Sacroiliac > Left,3,codes,,0SR80
Replacement,Replacement > Joint > Sacroiliac > Right,Replacement > Joint > Sacroiliac > Right,3,codes,,0SR70
Replacement,Replacement > Joint > Shoulder > Left,Replacement > Joint > Shoulder > Left,3,codes,,0RRK
Replacement,Replacement > Joint > Shoulder > Right,Replacement > Joint > Shoulder > Right,3,codes,,0RRJ
Replacement,Replacement > Joint > Sternoclavicular > Left,Replacement > Joint > Sternoclavicular > Left,3,codes,,0RRF0
Replacement,Replacement > Joint > Sternoclavicular > Right,Replacement > Joint > Sternoclavicular > Right,3,codes,,0RRE0
Replacement,Replacement > Joint > Tarsal > Left,Replacement > Joint > Tarsal > Left,3,codes,,0SRJ0
Replacement,Replacement > Joint > Tarsal > Right,Replacement > Joint > Tarsal > Right,3,codes,,0SRH0
Replacement,Replacement > Joint > Tarsometatarsal > Left,Replacement > Joint > Tarsometatarsal > Left,3,codes,,0SRL0
Replacement,Replacement > Joint > Tarsometatarsal > Right,Replacement > Joint > Tarsometatarsal > Right,3,codes,,0SRK0
Replacement,Replacement > Joint > Temporomandibular > Left,Replacement > Joint > Temporomandibular > Left,3,codes,,0RRD0
Replacement,Replacement > Joint > Temporomandibular > Right,Replacement > Joint > Temporomandibular > Right,3,codes,,0RRC0
Replacement,Replacement > Joint > Thoracic Vertebral,Replacement > Joint > Thoracic Vertebral,2,codes,,0RR60
Replacement,Replacement > Joint > Thoracolumbar Vertebral,Replacement > Joint > Thoracolumbar Vertebral,2,codes,,0RRA0
Replacement,Replacement > Joint > Toe Phalangeal > Left,Replacement > Joint > Toe Phalangeal > Left,3,codes,,0SRQ0
Replacement,Replacement > Joint > Toe Phalangeal > Right,Replacement > Joint > Toe Phalangeal > Right,3,codes,,0SRP0
Replacement,Replacement > Joint > Wrist > Left,Replacement > Joint > Wrist > Left,3,codes,,0RRP0
Replacement,Replacement > Joint > Wrist > Right,Replacement > Joint > Wrist > Right,3,codes,,0RRN0
Replacement,Replacement > Kidney Pelvis > Left,Replacement > Kidney Pelvis > Left,2,codes,,0TR4
Replacement,Replacement > Kidney Pelvis > Right,Replacement > Kidney Pelvis > Right,2,codes,,0TR3
Replacement,Replacement > Larynx,Replacement > Larynx,1,codes,,0CRS
Replacement,Replacement > Lens > Left,Replacement > Lens > Left,2,code,,08RK30Z
Replacement,Replacement > Lens > Right,Replacement > Lens > Right,2,code,,08RJ30Z
Replacement,Replacement > Lip > Lower,Replacement > Lip > Lower,2,codes,,0CR1
Replacement,Replacement > Lip > Upper,Replacement > Lip > Upper,2,codes,,0CR0
Replacement,Replacement > Mandible > Left,Replacement > Mandible > Left,2,codes,,0NRV
Replacement,Replacement > Mandible > Right,Replacement > Mandible > Right,2,codes,,0NRT
Replacement,Replacement > Maxilla,Replacement > Maxilla,1,codes,,0NRR
Replacement,Replacement > Mesentery,Replacement > Mesentery,1,codes,,0DRV
Replacement,Replacement > Metacarpal > Left,Replacement > Metacarpal > Left,2,codes,,0PRQ
Replacement,Replacement > Metacarpal > Right,Replacement > Metacarpal > Right,2,codes,,0PRP
Replacement,Replacement > Metatarsal > Left,Replacement > Metatarsal > Left,2,codes,,0QRP
Replacement,Replacement > Metatarsal > Right,Replacement > Metatarsal > Right,2,codes,,0QRN
Replacement,Replacement > Muscle > Abdomen > Left,Replacement > Muscle > Abdomen > Left,3,codes,,0KRL
Replacement,Replacement > Muscle > Abdomen > Right,Replacement > Muscle > Abdomen > Right,3,codes,,0KRK
Replacement,Replacement > Muscle > Facial,Replacement > Muscle > Facial,2,codes,,0KR1
Replacement,Replacement > Muscle > Foot > Left,Replacement > Muscle > Foot > Left,3,codes,,0KRW
Replacement,Replacement > Muscle > Foot > Right,Replacement > Muscle > Foot > Right,3,codes,,0KRV
Replacement,Replacement > Muscle > Hand > Left,Replacement > Muscle > Hand > Left,3,codes,,0KRD
Replacement,Replacement > Muscle > Hand > Right,Replacement > Muscle > Hand > Right,3,codes,,0KRC
Replacement,Replacement > Muscle > Head,Replacement > Muscle > Head,2,codes,,0KR0
Replacement,Replacement > Muscle > Hip > Left,Replacement > Muscle > Hip > Left,3,codes,,0KRP
Replacement,Replacement > Muscle > Hip > Right,Replacement > Muscle > Hip > Right,3,codes,,0KRN
Replacement,Replacement > Muscle > Lower Arm and Wrist > Left,Replacement > Muscle > Lower Arm and Wrist > Left,3,codes,,0KRB
Replacement,Replacement > Muscle > Lower Arm and Wrist > Right,Replacement > Muscle > Lower Arm and Wrist > Right,3,codes,,0KR9
Replacement,Replacement > Muscle > Lower Leg > Left,Replacement > Muscle > Lower Leg > Left,3,codes,,0KRT
Replacement,Replacement > Muscle > Lower Leg > Right,Replacement > Muscle > Lower Leg > Right,3,codes,,0KRS
Replacement,Replacement > Muscle > Neck > Left,Replacement > Muscle > Neck > Left,3,codes,,0KR3
Replacement,Replacement > Muscle > Neck > Right,Replacement > Muscle > Neck > Right,3,codes,,0KR2
Replacement,Replacement > Muscle > Papillary,Replacement > Muscle > Papillary,2,codes,,02RD
