full_code,section,body_system,operation,operation_definition,body_part_code,body_part,approach_code,approach,device_code,device,qualifier_code,qualifier
0H8DXZZ,Medical and Surgical,Skin and Breast,Division,"Cutting into a body part, without draining fluids and/or gases from the body part, in order to separate or transect a body part",D,"Skin, Right Lower Arm",X,External,Z,No Device,Z,No Qualifier
0H8EXZZ,Medical and Surgical,Skin and Breast,Division,"Cutting into a body part, without draining fluids and/or gases from the body part, in order to separate or transect a body part",E,"Skin, Left Lower Arm",X,External,Z,No Device,Z,No Qualifier
0H8FXZZ,Medical and Surgical,Skin and Breast,Division,"Cutting into a body part, without draining fluids and/or gases from the body part, in order to separate or transect a body part",F,"Skin, Right Hand",X,External,Z,No Device,Z,No Qualifier
0H8GXZZ,Medical and Surgical,Skin and Breast,Division,"Cutting into a body part, without draining fluids and/or gases from the body part, in order to separate or transect a body part",G,"Skin, Left Hand",X,External,Z,No Device,Z,No Qualifier
0H8HXZZ,Medical and Surgical,Skin and Breast,Division,"Cutting into a body part, without draining fluids and/or gases from the body part, in order to separate or transect a body part",H,"Skin, Right Upper Leg",X,External,Z,No Device,Z,No Qualifier
0H8JXZZ,Medical and Surgical,Skin and Breast,Division,"Cutting into a body part, without draining fluids and/or gases from the body part, in order to separate or transect a body part",J,"Skin, Left Upper Leg",X,External,Z,No Device,Z,No Qualifier
0H8KXZZ,Medical and Surgical,Skin and Breast,Division,"Cutting into a body part, without draining fluids and/or gases from the body part, in order to separate or transect a body part",K,"Skin, Right Lower Leg",X,External,Z,No Device,Z,No Qualifier
0H8LXZZ,Medical and Surgical,Skin and Breast,Division,"Cutting into a body part, without draining fluids and/or gases from the body part, in order to separate or transect a body part",L,"Skin, Left Lower Leg",X,External,Z,No Device,Z,No Qualifier
0H8MXZZ,Medical and Surgical,Skin and Breast,Division,"Cutting into a body part, without draining fluids and/or gases from the body part, in order to separate or transect a body part",M,"Skin, Right Foot",X,External,Z,No Device,Z,No Qualifier
0H8NXZZ,Medical and Surgical,Skin and Breast,Division,"Cutting into a body part, without draining fluids and/or gases from the body part, in order to separate or transect a body part",N,"Skin, Left Foot",X,External,Z,No Device,Z,No Qualifier
0H90X0Z,Medical and Surgical,Skin and Breast,Drainage,Taking or letting out fluids and/or gases from a body part,0,"Skin, Scalp",X,External,0,Drainage Device,Z,No Qualifier
0H91X0Z,Medical and Surgical,Skin and Breast,Drainage,Taking or letting out fluids and/or gases from a body part,1,"Skin, Face",X,External,0,Drainage Device,Z,No Qualifier
0H92X0Z,Medical and Surgical,Skin and Breast,Drainage,Taking or letting out fluids and/or gases from a body part,2,"Skin, Right Ear",X,External,0,Drainage Device,Z,No Qualifier
0H93X0Z,Medical and Surgical,Skin and Breast,Drainage,Taking or letting out fluids and/or gases from a body part,3,"Skin, Left Ear",X,External,0,Drainage Device,Z,No Qualifier
0H94X0Z,Medical and Surgical,Skin and Breast,Drainage,Taking or letting out fluids and/or gases from a body part,4,"Skin, Neck",X,External,0,Drainage Device,Z,No Qualifier
0H95X0Z,Medical and Surgical,Skin and Breast,Drainage,Taking or letting out fluids and/or gases from a body part,5,"Skin, Chest",X,External,0,Drainage Device,Z,No Qualifier
0H96X0Z,Medical and Surgical,Skin and Breast,Drainage,Taking or letting out fluids and/or gases from a body part,6,"Skin, Back",X,External,0,Drainage Device,Z,No Qualifier
0H97X0Z,Medical and Surgical,Skin and Breast,Drainage,Taking or letting out fluids and/or gases from a body part,7,"Skin, Abdomen",X,External,0,Drainage Device,Z,No Qualifier
0H98X0Z,Medical and Surgical,Skin and Breast,Drainage,Taking or letting out fluids and/or gases from a body part,8,"Skin, Buttock",X,External,0,Drainage Device,Z,No Qualifier
0H99X0Z,Medical and Surgical,Skin and Breast,Drainage,Taking or letting out fluids and/or gases from a body part,9,"Skin, Perineum",X,External,0,Drainage Device,Z,No Qualifier
0H9AX0Z,Medical and Surgical,Skin and Breast,Drainage,Taking or letting out fluids and/or gases from a body part,A,"Skin, Inguinal",X,External,0,Drainage Device,Z,No Qualifier
0H9BX0Z,Medical and Surgical,Skin and Breast,Drainage,Taking or letting out fluids and/or gases from a body part,B,"Skin, Right Upper Arm",X,External,0,Drainage Device,Z,No Qualifier
0H9CX0Z,Medical and Surgical,Skin and Breast,Drainage,Taking or letting out fluids and/or gases from a body part,C,"Skin, Left Upper Arm",X,External,0,Drainage Device,Z,No Qualifier
0H9DX0Z,Medical and Surgical,Skin and Breast,Drainage,Taking or letting out fluids and/or gases from a body part,D,"Skin, Right Lower Arm",X,External,0,Drainage Device,Z,No Qualifier
0H9EX0Z,Medical and Surgical,Skin and Breast,Drainage,Taking or letting out fluids and/or gases from a body part,E,"Skin, Left Lower Arm",X,External,0,Drainage Device,Z,No Qualifier
0H9FX0Z,Medical and Surgical,Skin and Breast,Drainage,Taking or letting out fluids and/or gases from a body part,F,"Skin, Right Hand",X,External,0,Drainage Device,Z,No Qualifier
0H9GX0Z,Medical and Surgical,Skin and Breast,Drainage,Taking or letting out fluids and/or gases from a body part,G,"Skin, Left Hand",X,External,0,Drainage Device,Z,No Qualifier
0H9HX0Z,Medical and Surgical,Skin and Breast,Drainage,Taking or letting out fluids and/or gases from a body part,H,"Skin, Right Upper Leg",X,External,0,Drainage Device,Z,No Qualifier
0H9JX0Z,Medical and Surgical,Skin and Breast,Drainage,Taking or letting out fluids and/or gases from a body part,J,"Skin, Left Upper Leg",X,External,0,Drainage Device,Z,No Qualifier
0H9KX0Z,Medical and Surgical,Skin and Breast,Drainage,Taking or letting out fluids and/or gases from a body part,K,"Skin, Right Lower Leg",X,External,0,Drainage Device,Z,No Qualifier
0H9LX0Z,Medical and Surgical,Skin and Breast,Drainage,Taking or letting out fluids and/or gases from a body part,L,"Skin, Left Lower Leg",X,External,0,Drainage Device,Z,No Qualifier
0H9MX0Z,Medical and Surgical,Skin and Breast,Drainage,Taking or letting out fluids and/or gases from a body part,M,"Skin, Right Foot",X,External,0,Drainage Device,Z,No Qualifier
0H9NX0Z,Medical and Surgical,Skin and Breast,Drainage,Taking or letting out fluids and/or gases from a body part,N,"Skin, Left Foot",X,External,0,Drainage Device,Z,No Qualifier
0H9QX0Z,Medical and Surgical,Skin and Breast,Drainage,Taking or letting out fluids and/or gases from a body part,Q,Finger Nail,X,External,0,Drainage Device,Z,No Qualifier
0H9RX0Z,Medical and Surgical,Skin and Breast,Drainage,Taking or letting out fluids and/or gases from a body part,R,Toe Nail,X,External,0,Drainage Device,Z,No Qualifier
0H90XZX,Medical and Surgical,Skin and Breast,Drainage,Taking or letting out fluids and/or gases from a body part,0,"Skin, Scalp",X,External,Z,No Device,X,Diagnostic
0H90XZZ,Medical and Surgical,Skin and Breast,Drainage,Taking or letting out fluids and/or gases from a body part,0,"Skin, Scalp",X,External,Z,No Device,Z,No Qualifier
0H91XZX,Medical and Surgical,Skin and Breast,Drainage,Taking or letting out fluids and/or gases from a body part,1,"Skin, Face",X,External,Z,No Device,X,Diagnostic
0H91XZZ,Medical and Surgical,Skin and Breast,Drainage,Taking or letting out fluids and/or gases from a body part,1,"Skin, Face",X,External,Z,No Device,Z,No Qualifier
0H92XZX,Medical and Surgical,Skin and Breast,Drainage,Taking or letting out fluids and/or gases from a body part,2,"Skin, Right Ear",X,External,Z,No Device,X,Diagnostic
0H92XZZ,Medical and Surgical,Skin and Breast,Drainage,Taking or letting out fluids and/or gases from a body part,2,"Skin, Right Ear",X,External,Z,No Device,Z,No Qualifier
0H93XZX,Medical and Surgical,Skin and Breast,Drainage,Taking or letting out fluids and/or gases from a body part,3,"Skin, Left Ear",X,External,Z,No Device,X,Diagnostic
0H93XZZ,Medical and Surgical,Skin and Breast,Drainage,Taking or letting out fluids and/or gases from a body part,3,"Skin, Left Ear",X,External,Z,No Device,Z,No Qualifier
0H94XZX,Medical and Surgical,Skin and Breast,Drainage,Taking or letting out fluids and/or gases from a body part,4,"Skin, Neck",X,External,Z,No Device,X,Diagnostic
0H94XZZ,Medical and Surgical,Skin and Breast,Drainage,Taking or letting out fluids and/or gases from a body part,4,"Skin, Neck",X,External,Z,No Device,Z,No Qualifier
0H95XZX,Medical and Surgical,Skin and Breast,Drainage,Taking or letting out fluids and/or gases from a body part,5,"Skin, Chest",X,External,Z,No Device,X,Diagnostic
0H95XZZ,Medical and Surgical,Skin and Breast,Drainage,Taking or letting out fluids and/or gases from a body part,5,"Skin, Chest",X,External,Z,No Device,Z,No Qualifier
0H96XZX,Medical and Surgical,Skin and Breast,Drainage,Taking or letting out fluids and/or gases from a body part,6,"Skin, Back",X,External,Z,No Device,X,Diagnostic
0H96XZZ,Medical and Surgical,Skin and Breast,Drainage,Taking or letting out fluids and/or gases from a body part,6,"Skin, Back",X,External,Z,No Device,Z,No Qualifier
0H97XZX,Medical and Surgical,Skin and Breast,Drainage,Taking or letting out fluids and/or gases from a body part,7,"Skin, Abdomen",X,External,Z,No Device,X,Diagnostic
0H97XZZ,Medical and Surgical,Skin and Breast,Drainage,Taking or letting out fluids and/or gases from a body part,7,"Skin, Abdomen",X,External,Z,No Device,Z,No Qualifier
0H98XZX,Medical and Surgical,Skin and Breast,Drainage,Taking or letting out fluids and/or gases from a body part,8,"Skin, Buttock",X,External,Z,No Device,X,Diagnostic
0H98XZZ,Medical and Surgical,Skin and Breast,Drainage,Taking or letting out fluids and/or gases from a body part,8,"Skin, Buttock",X,External,Z,No Device,Z,No Qualifier
0H99XZX,Medical and Surgical,Skin and Breast,Drainage,Taking or letting out fluids and/or gases from a body part,9,"Skin, Perineum",X,External,Z,No Device,X,Diagnostic
0H99XZZ,Medical and Surgical,Skin and Breast,Drainage,Taking or letting out fluids and/or gases from a body part,9,"Skin, Perineum",X,External,Z,No Device,Z,No Qualifier
0H9AXZX,Medical and Surgical,Skin and Breast,Drainage,Taking or letting out fluids and/or gases from a body part,A,"Skin, Inguinal",X,External,Z,No Device,X,Diagnostic
0H9AXZZ,Medical and Surgical,Skin and Breast,Drainage,Taking or letting out fluids and/or gases from a body part,A,"Skin, Inguinal",X,External,Z,No Device,Z,No Qualifier
0H9BXZX,Medical and Surgical,Skin and Breast,Drainage,Taking or letting out fluids and/or gases from a body part,B,"Skin, Right Upper Arm",X,External,Z,No Device,X,Diagnostic
0H9BXZZ,Medical and Surgical,Skin and Breast,Drainage,Taking or letting out fluids and/or gases from a body part,B,"Skin, Right Upper Arm",X,External,Z,No Device,Z,No Qualifier
0H9CXZX,Medical and Surgical,Skin and Breast,Drainage,Taking or letting out fluids and/or gases from a body part,C,"Skin, Left Upper Arm",X,External,Z,No Device,X,Diagnostic
0H9CXZZ,Medical and Surgical,Skin and Breast,Drainage,Taking or letting out fluids and/or gases from a body part,C,"Skin, Left Upper Arm",X,External,Z,No Device,Z,No Qualifier
0H9DXZX,Medical and Surgical,Skin and Breast,Drainage,Taking or letting out fluids and/or gases from a body part,D,"Skin, Right Lower Arm",X,External,Z,No Device,X,Diagnostic
0H9DXZZ,Medical and Surgical,Skin and Breast,Drainage,Taking or letting out fluids and/or gases from a body part,D,"Skin, Right Lower Arm",X,External,Z,No Device,Z,No Qualifier
0H9EXZX,Medical and Surgical,Skin and Breast,Drainage,Taking or letting out fluids and/or gases from a body part,E,"Skin, Left Lower Arm",X,External,Z,No Device,X,Diagnostic
0H9EXZZ,Medical and Surgical,Skin and Breast,Drainage,Taking or letting out fluids and/or gases from a body part,E,"Skin, Left Lower Arm",X,External,Z,No Device,Z,No Qualifier
0H9FXZX,Medical and Surgical,Skin and Breast,Drainage,Taking or letting out fluids and/or gases from a body part,F,"Skin, Right Hand",X,External,Z,No Device,X,Diagnostic
0H9FXZZ,Medical and Surgical,Skin and Breast,Drainage,Taking or letting out fluids and/or gases from a body part,F,"Skin, Right Hand",X,External,Z,No Device,Z,No Qualifier
0H9GXZX,Medical and Surgical,Skin and Breast,Drainage,Taking or letting out fluids and/or gases from a body part,G,"Skin, Left Hand",X,External,Z,No Device,X,Diagnostic
0H9GXZZ,Medical and Surgical,Skin and Breast,Drainage,Taking or letting out fluids and/or gases from a body part,G,"Skin, Left Hand",X,External,Z,No Device,Z,No Qualifier
0H9HXZX,Medical and Surgical,Skin and Breast,Drainage,Taking or letting out fluids and/or gases from a body part,H,"Skin, Right Upper Leg",X,External,Z,No Device,X,Diagnostic
0H9HXZZ,Medical and Surgical,Skin and Breast,Drainage,Taking or letting out fluids and/or gases from a body part,H,"Skin, Right Upper Leg",X,External,Z,No Device,Z,No Qualifier
0H9JXZX,Medical and Surgical,Skin and Breast,Drainage,Taking or letting out fluids and/or gases from a body part,J,"Skin, Left Upper Leg",X,External,Z,No Device,X,Diagnostic
0H9JXZZ,Medical and Surgical,Skin and Breast,Drainage,Taking or letting out fluids and/or gases from a body part,J,"Skin, Left Upper Leg",X,External,Z,No Device,Z,No Qualifier
0H9KXZX,Medical and Surgical,Skin and Breast,Drainage,Taking or letting out fluids and/or gases from a body part,K,"Skin, Right Lower Leg",X,External,Z,No Device,X,Diagnostic
0H9KXZZ,Medical and Surgical,Skin and Breast,Drainage,Taking or letting out fluids and/or gases from a body part,K,"Skin, Right Lower Leg",X,External,Z,No Device,Z,No Qualifier
0H9LXZX,Medical and Surgical,Skin and Breast,Drainage,Taking or letting out fluids and/or gases from a body part,L,"Skin, Left Lower Leg",X,External,Z,No Device,X,Diagnostic
0H9LXZZ,Medical and Surgical,Skin and Breast,Drainage,Taking or letting out fluids and/or gases from a body part,L,"Skin, Left Lower Leg",X,External,Z,No Device,Z,No Qualifier
0H9MXZX,Medical and Surgical,Skin and Breast,Drainage,Taking or letting out fluids and/or gases from a body part,M,"Skin, Right Foot",X,External,Z,No Device,X,Diagnostic
0H9MXZZ,Medical and Surgical,Skin and Breast,Drainage,Taking or letting out fluids and/or gases from a body part,M,"Skin, Right Foot",X,External,Z,No Device,Z,No Qualifier
0H9NXZX,Medical and Surgical,Skin and Breast,Drainage,Taking or letting out fluids and/or gases from a body part,N,"Skin, Left Foot",X,External,Z,No Device,X,Diagnostic
0H9NXZZ,Medical and Surgical,Skin and Breast,Drainage,Taking or letting out fluids and/or gases from a body part,N,"Skin, Left Foot",X,External,Z,No Device,Z,No Qualifier
0H9QXZX,Medical and Surgical,Skin and Breast,Drainage,Taking or letting out fluids and/or gases from a body part,Q,Finger Nail,X,External,Z,No Device,X,Diagnostic
0H9QXZZ,Medical and Surgical,Skin and Breast,Drainage,Taking or letting out fluids and/or gases from a body part,Q,Finger Nail,X,External,Z,No Device,Z,No Qualifier
0H9RXZX,Medical and Surgical,Skin and Breast,Drainage,Taking or letting out fluids and/or gases from a body part,R,Toe Nail,X,External,Z,No Device,X,Diagnostic
0H9RXZZ,Medical and Surgical,Skin and Breast,Drainage,Taking or letting out fluids and/or gases from a body part,R,Toe Nail,X,External,Z,No Device,Z,No Qualifier
0H9T00Z,Medical and Surgical,Skin and Breast,Drainage,Taking or letting out fluids and/or gases from a body part,T,"Breast, Right",0,Open,0,Drainage Device,Z,No Qualifier
0H9T30Z,Medical and Surgical,Skin and Breast,Drainage,Taking or letting out fluids and/or gases from a body part,T,"Breast, Right",3,Percutaneous,0,Drainage Device,Z,No Qualifier
0H9T70Z,Medical and Surgical,Skin and Breast,Drainage,Taking or letting out fluids and/or gases from a body part,T,"Breast, Right",7,Via Natural or Artificial Opening,0,Drainage Device,Z,No Qualifier
0H9T80Z,Medical and Surgical,Skin and Breast,Drainage,Taking or letting out fluids and/or gases from a body part,T,"Breast, Right",8,Via Natural or Artificial Opening Endoscopic,0,Drainage Device,Z,No Qualifier
0H9U00Z,Medical and Surgical,Skin and Breast,Drainage,Taking or letting out fluids and/or gases from a body part,U,"Breast, Left",0,Open,0,Drainage Device,Z,No Qualifier
0H9U30Z,Medical and Surgical,Skin and Breast,Drainage,Taking or letting out fluids and/or gases from a body part,U,"Breast, Left",3,Percutaneous,0,Drainage Device,Z,No Qualifier
0H9U70Z,Medical and Surgical,Skin and Breast,Drainage,Taking or letting out fluids and/or gases from a body part,U,"Breast, Left",7,Via Natural or Artificial Opening,0,Drainage Device,Z,No Qualifier
0H9U80Z,Medical and Surgical,Skin and Breast,Drainage,Taking or letting out fluids and/or gases from a body part,U,"Breast, Left",8,Via Natural or Artificial Opening Endoscopic,0,Drainage Device,Z,No Qualifier
0H9V00Z,Medical and Surgical,Skin and Breast,Drainage,Taking or letting out fluids and/or gases from a body part,V,"Breast, Bilateral",0,Open,0,Drainage Device,Z,No Qualifier
0H9V30Z,Medical and Surgical,Skin and Breast,Drainage,Taking or letting out fluids and/or gases from a body part,V,"Breast, Bilateral",3,Percutaneous,0,Drainage Device,Z,No Qualifier
0H9V70Z,Medical and Surgical,Skin and Breast,Drainage,Taking or letting out fluids and/or gases from a body part,V,"Breast, Bilateral",7,Via Natural or Artificial Opening,0,Drainage Device,Z,No Qualifier
0H9V80Z,Medical and Surgical,Skin and Breast,Drainage,Taking or letting out fluids and/or gases from a body part,V,"Breast, Bilateral",8,Via Natural or Artificial Opening Endoscopic,0,Drainage Device,Z,No Qualifier
0H9T0ZX,Medical and Surgical,Skin and Breast,Drainage,Taking or letting out fluids and/or gases from a body part,T,"Breast, Right",0,Open,Z,No Device,X,Diagnostic
0H9T0ZZ,Medical and Surgical,Skin and Breast,Drainage,Taking or letting out fluids and/or gases from a body part,T,"Breast, Right",0,Open,Z,No Device,Z,No Qualifier
0H9T3ZX,Medical and Surgical,Skin and Breast,Drainage,Taking or letting out fluids and/or gases from a body part,T,"Breast, Right",3,Percutaneous,Z,No Device,X,Diagnostic
0H9T3ZZ,Medical and Surgical,Skin and Breast,Drainage,Taking or letting out fluids and/or gases from a body part,T,"Breast, Right",3,Percutaneous,Z,No Device,Z,No Qualifier
0H9T7ZX,Medical and Surgical,Skin and Breast,Drainage,Taking or letting out fluids and/or gases from a body part,T,"Breast, Right",7,Via Natural or Artificial Opening,Z,No Device,X,Diagnostic
0H9T7ZZ,Medical and Surgical,Skin and Breast,Drainage,Taking or letting out fluids and/or gases from a body part,T,"Breast, Right",7,Via Natural or Artificial Opening,Z,No Device,Z,No Qualifier
0H9T8ZX,Medical and Surgical,Skin and Breast,Drainage,Taking or letting out fluids and/or gases from a body part,T,"Breast, Right",8,Via Natural or Artificial Opening Endoscopic,Z,No Device,X,Diagnostic
0H9T8ZZ,Medical and Surgical,Skin and Breast,Drainage,Taking or letting out fluids and/or gases from a body part,T,"Breast, Right",8,Via Natural or Artificial Opening Endoscopic,Z,No Device,Z,No Qualifier
0H9U0ZX,Medical and Surgical,Skin and Breast,Drainage,Taking or letting out fluids and/or gases from a body part,U,"Breast, Left",0,Open,Z,No Device,X,Diagnostic
0H9U0ZZ,Medical and Surgical,Skin and Breast,Drainage,Taking or letting out fluids and/or gases from a body part,U,"Breast, Left",0,Open,Z,No Device,Z,No Qualifier
0H9U3ZX,Medical and Surgical,Skin and Breast,Drainage,Taking or letting out fluids and/or gases from a body part,U,"Breast, Left",3,Percutaneous,Z,No Device,X,Diagnostic
0H9U3ZZ,Medical and Surgical,Skin and Breast,Drainage,Taking or letting out fluids and/or gases from a body part,U,"Breast, Left",3,Percutaneous,Z,No Device,Z,No Qualifier
0H9U7ZX,Medical and Surgical,Skin and Breast,Drainage,Taking or letting out fluids and/or gases from a body part,U,"Breast, Left",7,Via Natural or Artificial Opening,Z,No Device,X,Diagnostic
0H9U7ZZ,Medical and Surgical,Skin and Breast,Drainage,Taking or letting out fluids and/or gases from a body part,U,"Breast, Left",7,Via Natural or Artificial Opening,Z,No Device,Z,No Qualifier
0H9U8ZX,Medical and Surgical,Skin and Breast,Drainage,Taking or letting out fluids and/or gases from a body part,U,"Breast, Left",8,Via Natural or Artificial Opening Endoscopic,Z,No Device,X,Diagnostic
0H9U8ZZ,Medical and Surgical,Skin and Breast,Drainage,Taking or letting out fluids and/or gases from a body part,U,"Breast, Left",8,Via Natural or Artificial Opening Endoscopic,Z,No Device,Z,No Qualifier
0H9V0ZX,Medical and Surgical,Skin and Breast,Drainage,Taking or letting out fluids and/or gases from a body part,V,"Breast, Bilateral",0,Open,Z,No Device,X,Diagnostic
0H9V0ZZ,Medical and Surgical,Skin and Breast,Drainage,Taking or letting out fluids and/or gases from a body part,V,"Breast, Bilateral",0,Open,Z,No Device,Z,No Qualifier
0H9V3ZX,Medical and Surgical,Skin and Breast,Drainage,Taking or letting out fluids and/or gases from a body part,V,"Breast, Bilateral",3,Percutaneous,Z,No Device,X,Diagnostic
0H9V3ZZ,Medical and Surgical,Skin and Breast,Drainage,Taking or letting out fluids and/or gases from a body part,V,"Breast, Bilateral",3,Percutaneous,Z,No Device,Z,No Qualifier
0H9V7ZX,Medical and Surgical,Skin and Breast,Drainage,Taking or letting out fluids and/or gases from a body part,V,"Breast, Bilateral",7,Via Natural or Artificial Opening,Z,No Device,X,Diagnostic
0H9V7ZZ,Medical and Surgical,Skin and Breast,Drainage,Taking or letting out fluids and/or gases from a body part,V,"Breast, Bilateral",7,Via Natural or Artificial Opening,Z,No Device,Z,No Qualifier
0H9V8ZX,Medical and Surgical,Skin and Breast,Drainage,Taking or letting out fluids and/or gases from a body part,V,"Breast, Bilateral",8,Via Natural or Artificial Opening Endoscopic,Z,No Device,X,Diagnostic
0H9V8ZZ,Medical and Surgical,Skin and Breast,Drainage,Taking or letting out fluids and/or gases from a body part,V,"Breast, Bilateral",8,Via Natural or Artificial Opening Endoscopic,Z,No Device,Z,No Qualifier
0H9W00Z,Medical and Surgical,Skin and Breast,Drainage,Taking or letting out fluids and/or gases from a body part,W,"Nipple, Right",0,Open,0,Drainage Device,Z,No Qualifier
0H9W30Z,Medical and Surgical,Skin and Breast,Drainage,Taking or letting out fluids and/or gases from a body part,W,"Nipple, Right",3,Percutaneous,0,Drainage Device,Z,No Qualifier
0H9W70Z,Medical and Surgical,Skin and Breast,Drainage,Taking or letting out fluids and/or gases from a body part,W,"Nipple, Right",7,Via Natural or Artificial Opening,0,Drainage Device,Z,No Qualifier
0H9W80Z,Medical and Surgical,Skin and Breast,Drainage,Taking or letting out fluids and/or gases from a body part,W,"Nipple, Right",8,Via Natural or Artificial Opening Endoscopic,0,Drainage Device,Z,No Qualifier
0H9WX0Z,Medical and Surgical,Skin and Breast,Drainage,Taking or letting out fluids and/or gases from a body part,W,"Nipple, Right",X,External,0,Drainage Device,Z,No Qualifier
0H9X00Z,Medical and Surgical,Skin and Breast,Drainage,Taking or letting out fluids and/or gases from a body part,X,"Nipple, Left",0,Open,0,Drainage Device,Z,No Qualifier
0H9X30Z,Medical and Surgical,Skin and Breast,Drainage,Taking or letting out fluids and/or gases from a body part,X,"Nipple, Left",3,Percutaneous,0,Drainage Device,Z,No Qualifier
0H9X70Z,Medical and Surgical,Skin and Breast,Drainage,Taking or letting out fluids and/or gases from a body part,X,"Nipple, Left",7,Via Natural or Artificial Opening,0,Drainage Device,Z,No Qualifier
0H9X80Z,Medical and Surgical,Skin and Breast,Drainage,Taking or letting out fluids and/or gases from a body part,X,"Nipple, Left",8,Via Natural or Artificial Opening Endoscopic,0,Drainage Device,Z,No Qualifier
0H9XX0Z,Medical and Surgical,Skin and Breast,Drainage,Taking or letting out fluids and/or gases from a body part,X,"Nipple, Left",X,External,0,Drainage Device,Z,No Qualifier
0H9W0ZX,Medical and Surgical,Skin and Breast,Drainage,Taking or letting out fluids and/or gases from a body part,W,"Nipple, Right",0,Open,Z,No Device,X,Diagnostic
0H9W0ZZ,Medical and Surgical,Skin and Breast,Drainage,Taking or letting out fluids and/or gases from a body part,W,"Nipple, Right",0,Open,Z,No Device,Z,No Qualifier
0H9W3ZX,Medical and Surgical,Skin and Breast,Drainage,Taking or letting out fluids and/or gases from a body part,W,"Nipple, Right",3,Percutaneous,Z,No Device,X,Diagnostic
0H9W3ZZ,Medical and Surgical,Skin and Breast,Drainage,Taking or letting out fluids and/or gases from a body part,W,"Nipple, Right",3,Percutaneous,Z,No Device,Z,No Qualifier
0H9W7ZX,Medical and Surgical,Skin and Breast,Drainage,Taking or letting out fluids and/or gases from a body part,W,"Nipple, Right",7,Via Natural or Artificial Opening,Z,No Device,X,Diagnostic
0H9W7ZZ,Medical and Surgical,Skin and Breast,Drainage,Taking or letting out fluids and/or gases from a body part,W,"Nipple, Right",7,Via Natural or Artificial Opening,Z,No Device,Z,No Qualifier
0H9W8ZX,Medical and Surgical,Skin and Breast,Drainage,Taking or letting out fluids and/or gases from a body part,W,"Nipple, Right",8,Via Natural or Artificial Opening Endoscopic,Z,No Device,X,Diagnostic
0H9W8ZZ,Medical and Surgical,Skin and Breast,Drainage,Taking or letting out fluids and/or gases from a body part,W,"Nipple, Right",8,Via Natural or Artificial Opening Endoscopic,Z,No Device,Z,No Qualifier
0H9WXZX,Medical and Surgical,Skin and Breast,Drainage,Taking or letting out fluids and/or gases from a body part,W,"Nipple, Right",X,External,Z,No Device,X,Diagnostic
0H9WXZZ,Medical and Surgical,Skin and Breast,Drainage,Taking or letting out fluids and/or gases from a body part,W,"Nipple, Right",X,External,Z,No Device,Z,No Qualifier
0H9X0ZX,Medical and Surgical,Skin and Breast,Drainage,Taking or letting out fluids and/or gases from a body part,X,"Nipple, Left",0,Open,Z,No Device,X,Diagnostic
0H9X0ZZ,Medical and Surgical,Skin and Breast,Drainage,Taking or letting out fluids and/or gases from a body part,X,"Nipple, Left",0,Open,Z,No Device,Z,No Qualifier
0H9X3ZX,Medical and Surgical,Skin and Breast,Drainage,Taking or letting out fluids and/or gases from a body part,X,"Nipple, Left",3,Percutaneous,Z,No Device,X,Diagnostic
0H9X3ZZ,Medical and Surgical,Skin and Breast,Drainage,Taking or letting out fluids and/or gases from a body part,X,"Nipple, Left",3,Percutaneous,Z,No Device,Z,No Qualifier
0H9X7ZX,Medical and Surgical,Skin and Breast,Drainage,Taking or letting out fluids and/or gases from a body part,X,"Nipple, Left",7,Via Natural or Artificial Opening,Z,No Device,X,Diagnostic
0H9X7ZZ,Medical and Surgical,Skin and Breast,Drainage,Taking or letting out fluids and/or gases from a body part,X,"Nipple, Left",7,Via Natural or Artificial Opening,Z,No Device,Z,No Qualifier
0H9X8ZX,Medical and Surgical,Skin and Breast,Drainage,Taking or letting out fluids and/or gases from a body part,X,"Nipple, Left",8,Via Natural or Artificial Opening Endoscopic,Z,No Device,X,Diagnostic
0H9X8ZZ,Medical and Surgical,Skin and Breast,Drainage,Taking or letting out fluids and/or gases from a body part,X,"Nipple, Left",8,Via Natural or Artificial Opening Endoscopic,Z,No Device,Z,No Qualifier
0H9XXZX,Medical and Surgical,Skin and Breast,Drainage,Taking or letting out fluids and/or gases from a body part,X,"Nipple, Left",X,External,Z,No Device,X,Diagnostic
0H9XXZZ,Medical and Surgical,Skin and Breast,Drainage,Taking or letting out fluids and/or gases from a body part,X,"Nipple, Left",X,External,Z,No Device,Z,No Qualifier
0HB0XZX,Medical and Surgical,Skin and Breast,Excision,"Cutting out or off, without replacement, a portion of a body part",0,"Skin, Scalp",X,External,Z,No Device,X,Diagnostic
0HB0XZZ,Medical and Surgical,Skin and Breast,Excision,"Cutting out or off, without replacement, a portion of a body part",0,"Skin, Scalp",X,External,Z,No Device,Z,No Qualifier
0HB1XZX,Medical and Surgical,Skin and Breast,Excision,"Cutting out or off, without replacement, a portion of a body part",1,"Skin, Face",X,External,Z,No Device,X,Diagnostic
0HB1XZZ,Medical and Surgical,Skin and Breast,Excision,"Cutting out or off, without replacement, a portion of a body part",1,"Skin, Face",X,External,Z,No Device,Z,No Qualifier
0HB2XZX,Medical and Surgical,Skin and Breast,Excision,"Cutting out or off, without replacement, a portion of a body part",2,"Skin, Right Ear",X,External,Z,No Device,X,Diagnostic
0HB2XZZ,Medical and Surgical,Skin and Breast,Excision,"Cutting out or off, without replacement, a portion of a body part",2,"Skin, Right Ear",X,External,Z,No Device,Z,No Qualifier
