full_code,section,body_system,operation,operation_definition,body_part_code,body_part,approach_code,approach,device_code,device,qualifier_code,qualifier
09UM47Z,Medical and Surgical,"Ear, Nose, Sinus",Supplement,Putting in or on biological or synthetic material that physically reinforces and/or augments the function of a portion of a body part,M,Nasal Septum,4,Percutaneous Endoscopic,7,Autologous Tissue Substitute,Z,No Qualifier
09UM4JZ,Medical and Surgical,"Ear, Nose, Sinus",Supplement,Putting in or on biological or synthetic material that physically reinforces and/or augments the function of a portion of a body part,M,Nasal Septum,4,Percutaneous Endoscopic,J,Synthetic Substitute,Z,No Qualifier
09UM4KZ,Medical and Surgical,"Ear, Nose, Sinus",Supplement,Putting in or on biological or synthetic material that physically reinforces and/or augments the function of a portion of a body part,M,Nasal Septum,4,Percutaneous Endoscopic,K,Nonautologous Tissue Substitute,Z,No Qualifier
09UM87Z,Medical and Surgical,"Ear, Nose, Sinus",Supplement,Putting in or on biological or synthetic material that physically reinforces and/or augments the function of a portion of a body part,M,Nasal Septum,8,Via Natural or Artificial Opening Endoscopic,7,Autologous Tissue Substitute,Z,No Qualifier
09UM8JZ,Medical and Surgical,"Ear, Nose, Sinus",Supplement,Putting in or on biological or synthetic material that physically reinforces and/or augments the function of a portion of a body part,M,Nasal Septum,8,Via Natural or Artificial Opening Endoscopic,J,Synthetic Substitute,Z,No Qualifier
09UM8KZ,Medical and Surgical,"Ear, Nose, Sinus",Supplement,Putting in or on biological or synthetic material that physically reinforces and/or augments the function of a portion of a body part,M,Nasal Septum,8,Via Natural or Artificial Opening Endoscopic,K,Nonautologous Tissue Substitute,Z,No Qualifier
09W707Z,Medical and Surgical,"Ear, Nose, Sinus",Revision,"Correcting, to the extent possible, a portion of a malfunctioning device or the position of a displaced device",7,"Tympanic Membrane, Right",0,Open,7,Autologous Tissue Substitute,Z,No Qualifier
09W70JZ,Medical and Surgical,"Ear, Nose, Sinus",Revision,"Correcting, to the extent possible, a portion of a malfunctioning device or the position of a displaced device",7,"Tympanic Membrane, Right",0,Open,J,Synthetic Substitute,Z,No Qualifier
09W70KZ,Medical and Surgical,"Ear, Nose, Sinus",Revision,"Correcting, to the extent possible, a portion of a malfunctioning device or the position of a displaced device",7,"Tympanic Membrane, Right",0,Open,K,Nonautologous Tissue Substitute,Z,No Qualifier
09W777Z,Medical and Surgical,"Ear, Nose, Sinus",Revision,"Correcting, to the extent possible, a portion of a malfunctioning device or the position of a displaced device",7,"Tympanic Membrane, Right",7,Via Natural or Artificial Opening,7,Autologous Tissue Substitute,Z,No Qualifier
09W77JZ,Medical and Surgical,"Ear, Nose, Sinus",Revision,"Correcting, to the extent possible, a portion of a malfunctioning device or the position of a displaced device",7,"Tympanic Membrane, Right",7,Via Natural or Artificial Opening,J,Synthetic Substitute,Z,No Qualifier
09W77KZ,Medical and Surgical,"Ear, Nose, Sinus",Revision,"Correcting, to the extent possible, a portion of a malfunctioning device or the position of a displaced device",7,"Tympanic Membrane, Right",7,Via Natural or Artificial Opening,K,Nonautologous Tissue Substitute,Z,No Qualifier
09W787Z,Medical and Surgical,"Ear, Nose, Sinus",Revision,"Correcting, to the extent possible, a portion of a malfunctioning device or the position of a displaced device",7,"Tympanic Membrane, Right",8,Via Natural or Artificial Opening Endoscopic,7,Autologous Tissue Substitute,Z,No Qualifier
09W78JZ,Medical and Surgical,"Ear, Nose, Sinus",Revision,"Correcting, to the extent possible, a portion of a malfunctioning device or the position of a displaced device",7,"Tympanic Membrane, Right",8,Via Natural or Artificial Opening Endoscopic,J,Synthetic Substitute,Z,No Qualifier
09W78KZ,Medical and Surgical,"Ear, Nose, Sinus",Revision,"Correcting, to the extent possible, a portion of a malfunctioning device or the position of a displaced device",7,"Tympanic Membrane, Right",8,Via Natural or Artificial Opening Endoscopic,K,Nonautologous Tissue Substitute,Z,No Qualifier
09W807Z,Medical and Surgical,"Ear, Nose, Sinus",Revision,"Correcting, to the extent possible, a portion of a malfunctioning device or the position of a displaced device",8,"Tympanic Membrane, Left",0,Open,7,Autologous Tissue Substitute,Z,No Qualifier
09W80JZ,Medical and Surgical,"Ear, Nose, Sinus",Revision,"Correcting, to the extent possible, a portion of a malfunctioning device or the position of a displaced device",8,"Tympanic Membrane, Left",0,Open,J,Synthetic Substitute,Z,No Qualifier
09W80KZ,Medical and Surgical,"Ear, Nose, Sinus",Revision,"Correcting, to the extent possible, a portion of a malfunctioning device or the position of a displaced device",8,"Tympanic Membrane, Left",0,Open,K,Nonautologous Tissue Substitute,Z,No Qualifier
09W877Z,Medical and Surgical,"Ear, Nose, Sinus",Revision,"Correcting, to the extent possible, a portion of a malfunctioning device or the position of a displaced device",8,"Tympanic Membrane, Left",7,Via Natural or Artificial Opening,7,Autologous Tissue Substitute,Z,No Qualifier
09W87JZ,Medical and Surgical,"Ear, Nose, Sinus",Revision,"Correcting, to the extent possible, a portion of a malfunctioning device or the position of a displaced device",8,"Tympanic Membrane, Left",7,Via Natural or Artificial Opening,J,Synthetic Substitute,Z,No Qualifier
09W87KZ,Medical and Surgical,"Ear, Nose, Sinus",Revision,"Correcting, to the extent possible, a portion of a malfunctioning device or the position of a displaced device",8,"Tympanic Membrane, Left",7,Via Natural or Artificial Opening,K,Nonautologous Tissue Substitute,Z,No Qualifier
09W887Z,Medical and Surgical,"Ear, Nose, Sinus",Revision,"Correcting, to the extent possible, a portion of a malfunctioning device or the position of a displaced device",8,"Tympanic Membrane, Left",8,Via Natural or Artificial Opening Endoscopic,7,Autologous Tissue Substitute,Z,No Qualifier
09W88JZ,Medical and Surgical,"Ear, Nose, Sinus",Revision,"Correcting, to the extent possible, a portion of a malfunctioning device or the position of a displaced device",8,"Tympanic Membrane, Left",8,Via Natural or Artificial Opening Endoscopic,J,Synthetic Substitute,Z,No Qualifier
09W88KZ,Medical and Surgical,"Ear, Nose, Sinus",Revision,"Correcting, to the extent possible, a portion of a malfunctioning device or the position of a displaced device",8,"Tympanic Membrane, Left",8,Via Natural or Artificial Opening Endoscopic,K,Nonautologous Tissue Substitute,Z,No Qualifier
09W907Z,Medical and Surgical,"Ear, Nose, Sinus",Revision,"Correcting, to the extent possible, a portion of a malfunctioning device or the position of a displaced device",9,"Auditory Ossicle, Right",0,Open,7,Autologous Tissue Substitute,Z,No Qualifier
09W90JZ,Medical and Surgical,"Ear, Nose, Sinus",Revision,"Correcting, to the extent possible, a portion of a malfunctioning device or the position of a displaced device",9,"Auditory Ossicle, Right",0,Open,J,Synthetic Substitute,Z,No Qualifier
09W90KZ,Medical and Surgical,"Ear, Nose, Sinus",Revision,"Correcting, to the extent possible, a portion of a malfunctioning device or the position of a displaced device",9,"Auditory Ossicle, Right",0,Open,K,Nonautologous Tissue Substitute,Z,No Qualifier
09W977Z,Medical and Surgical,"Ear, Nose, Sinus",Revision,"Correcting, to the extent possible, a portion of a malfunctioning device or the position of a displaced device",9,"Auditory Ossicle, Right",7,Via Natural or Artificial Opening,7,Autologous Tissue Substitute,Z,No Qualifier
09W97JZ,Medical and Surgical,"Ear, Nose, Sinus",Revision,"Correcting, to the extent possible, a portion of a malfunctioning device or the position of a displaced device",9,"Auditory Ossicle, Right",7,Via Natural or Artificial Opening,J,Synthetic Substitute,Z,No Qualifier
09W97KZ,Medical and Surgical,"Ear, Nose, Sinus",Revision,"Correcting, to the extent possible, a portion of a malfunctioning device or the position of a displaced device",9,"Auditory Ossicle, Right",7,Via Natural or Artificial Opening,K,Nonautologous Tissue Substitute,Z,No Qualifier
09W987Z,Medical and Surgical,"Ear, Nose, Sinus",Revision,"Correcting, to the extent possible, a portion of a malfunctioning device or the position of a displaced device",9,"Auditory Ossicle, Right",8,Via Natural or Artificial Opening Endoscopic,7,Autologous Tissue Substitute,Z,No Qualifier
09W98JZ,Medical and Surgical,"Ear, Nose, Sinus",Revision,"Correcting, to the extent possible, a portion of a malfunctioning device or the position of a displaced device",9,"Auditory Ossicle, Right",8,Via Natural or Artificial Opening Endoscopic,J,Synthetic Substitute,Z,No Qualifier
09W98KZ,Medical and Surgical,"Ear, Nose, Sinus",Revision,"Correcting, to the extent possible, a portion of a malfunctioning device or the position of a displaced device",9,"Auditory Ossicle, Right",8,Via Natural or Artificial Opening Endoscopic,K,Nonautologous Tissue Substitute,Z,No Qualifier
09WA07Z,Medical and Surgical,"Ear, Nose, Sinus",Revision,"Correcting, to the extent possible, a portion of a malfunctioning device or the position of a displaced device",A,"Auditory Ossicle, Left",0,Open,7,Autologous Tissue Substitute,Z,No Qualifier
09WA0JZ,Medical and Surgical,"Ear, Nose, Sinus",Revision,"Correcting, to the extent possible, a portion of a malfunctioning device or the position of a displaced device",A,"Auditory Ossicle, Left",0,Open,J,Synthetic Substitute,Z,No Qualifier
09WA0KZ,Medical and Surgical,"Ear, Nose, Sinus",Revision,"Correcting, to the extent possible, a portion of a malfunctioning device or the position of a displaced device",A,"Auditory Ossicle, Left",0,Open,K,Nonautologous Tissue Substitute,Z,No Qualifier
09WA77Z,Medical and Surgical,"Ear, Nose, Sinus",Revision,"Correcting, to the extent possible, a portion of a malfunctioning device or the position of a displaced device",A,"Auditory Ossicle, Left",7,Via Natural or Artificial Opening,7,Autologous Tissue Substitute,Z,No Qualifier
09WA7JZ,Medical and Surgical,"Ear, Nose, Sinus",Revision,"Correcting, to the extent possible, a portion of a malfunctioning device or the position of a displaced device",A,"Auditory Ossicle, Left",7,Via Natural or Artificial Opening,J,Synthetic Substitute,Z,No Qualifier
09WA7KZ,Medical and Surgical,"Ear, Nose, Sinus",Revision,"Correcting, to the extent possible, a portion of a malfunctioning device or the position of a displaced device",A,"Auditory Ossicle, Left",7,Via Natural or Artificial Opening,K,Nonautologous Tissue Substitute,Z,No Qualifier
09WA87Z,Medical and Surgical,"Ear, Nose, Sinus",Revision,"Correcting, to the extent possible, a portion of a malfunctioning device or the position of a displaced device",A,"Auditory Ossicle, Left",8,Via Natural or Artificial Opening Endoscopic,7,Autologous Tissue Substitute,Z,No Qualifier
09WA8JZ,Medical and Surgical,"Ear, Nose, Sinus",Revision,"Correcting, to the extent possible, a portion of a malfunctioning device or the position of a displaced device",A,"Auditory Ossicle, Left",8,Via Natural or Artificial Opening Endoscopic,J,Synthetic Substitute,Z,No Qualifier
09WA8KZ,Medical and Surgical,"Ear, Nose, Sinus",Revision,"Correcting, to the extent possible, a portion of a malfunctioning device or the position of a displaced device",A,"Auditory Ossicle, Left",8,Via Natural or Artificial Opening Endoscopic,K,Nonautologous Tissue Substitute,Z,No Qualifier
09WD0SZ,Medical and Surgical,"Ear, Nose, Sinus",Revision,"Correcting, to the extent possible, a portion of a malfunctioning device or the position of a displaced device",D,"Inner Ear, Right",0,Open,S,Hearing Device,Z,No Qualifier
09WD7SZ,Medical and Surgical,"Ear, Nose, Sinus",Revision,"Correcting, to the extent possible, a portion of a malfunctioning device or the position of a displaced device",D,"Inner Ear, Right",7,Via Natural or Artificial Opening,S,Hearing Device,Z,No Qualifier
09WD8SZ,Medical and Surgical,"Ear, Nose, Sinus",Revision,"Correcting, to the extent possible, a portion of a malfunctioning device or the position of a displaced device",D,"Inner Ear, Right",8,Via Natural or Artificial Opening Endoscopic,S,Hearing Device,Z,No Qualifier
09WE0SZ,Medical and Surgical,"Ear, Nose, Sinus",Revision,"Correcting, to the extent possible, a portion of a malfunctioning device or the position of a displaced device",E,"Inner Ear, Left",0,Open,S,Hearing Device,Z,No Qualifier
09WE7SZ,Medical and Surgical,"Ear, Nose, Sinus",Revision,"Correcting, to the extent possible, a portion of a malfunctioning device or the position of a displaced device",E,"Inner Ear, Left",7,Via Natural or Artificial Opening,S,Hearing Device,Z,No Qualifier
09WE8SZ,Medical and Surgical,"Ear, Nose, Sinus",Revision,"Correcting, to the extent possible, a portion of a malfunctioning device or the position of a displaced device",E,"Inner Ear, Left",8,Via Natural or Artificial Opening Endoscopic,S,Hearing Device,Z,No Qualifier
09WH00Z,Medical and Surgical,"Ear, Nose, Sinus",Revision,"Correcting, to the extent possible, a portion of a malfunctioning device or the position of a displaced device",H,"Ear, Right",0,Open,0,Drainage Device,Z,No Qualifier
09WH07Z,Medical and Surgical,"Ear, Nose, Sinus",Revision,"Correcting, to the extent possible, a portion of a malfunctioning device or the position of a displaced device",H,"Ear, Right",0,Open,7,Autologous Tissue Substitute,Z,No Qualifier
09WH0DZ,Medical and Surgical,"Ear, Nose, Sinus",Revision,"Correcting, to the extent possible, a portion of a malfunctioning device or the position of a displaced device",H,"Ear, Right",0,Open,D,Intraluminal Device,Z,No Qualifier
09WH0JZ,Medical and Surgical,"Ear, Nose, Sinus",Revision,"Correcting, to the extent possible, a portion of a malfunctioning device or the position of a displaced device",H,"Ear, Right",0,Open,J,Synthetic Substitute,Z,No Qualifier
09WH0KZ,Medical and Surgical,"Ear, Nose, Sinus",Revision,"Correcting, to the extent possible, a portion of a malfunctioning device or the position of a displaced device",H,"Ear, Right",0,Open,K,Nonautologous Tissue Substitute,Z,No Qualifier
09WH0YZ,Medical and Surgical,"Ear, Nose, Sinus",Revision,"Correcting, to the extent possible, a portion of a malfunctioning device or the position of a displaced device",H,"Ear, Right",0,Open,Y,Other Device,Z,No Qualifier
09WH30Z,Medical and Surgical,"Ear, Nose, Sinus",Revision,"Correcting, to the extent possible, a portion of a malfunctioning device or the position of a displaced device",H,"Ear, Right",3,Percutaneous,0,Drainage Device,Z,No Qualifier
09WH37Z,Medical and Surgical,"Ear, Nose, Sinus",Revision,"Correcting, to the extent possible, a portion of a malfunctioning device or the position of a displaced device",H,"Ear, Right",3,Percutaneous,7,Autologous Tissue Substitute,Z,No Qualifier
09WH3DZ,Medical and Surgical,"Ear, Nose, Sinus",Revision,"Correcting, to the extent possible, a portion of a malfunctioning device or the position of a displaced device",H,"Ear, Right",3,Percutaneous,D,Intraluminal Device,Z,No Qualifier
09WH3JZ,Medical and Surgical,"Ear, Nose, Sinus",Revision,"Correcting, to the extent possible, a portion of a malfunctioning device or the position of a displaced device",H,"Ear, Right",3,Percutaneous,J,Synthetic Substitute,Z,No Qualifier
09WH3KZ,Medical and Surgical,"Ear, Nose, Sinus",Revision,"Correcting, to the extent possible, a portion of a malfunctioning device or the position of a displaced device",H,"Ear, Right",3,Percutaneous,K,Nonautologous Tissue Substitute,Z,No Qualifier
09WH3YZ,Medical and Surgical,"Ear, Nose, Sinus",Revision,"Correcting, to the extent possible, a portion of a malfunctioning device or the position of a displaced device",H,"Ear, Right",3,Percutaneous,Y,Other Device,Z,No Qualifier
09WH40Z,Medical and Surgical,"Ear, Nose, Sinus",Revision,"Correcting, to the extent possible, a portion of a malfunctioning device or the position of a displaced device",H,"Ear, Right",4,Percutaneous Endoscopic,0,Drainage Device,Z,No Qualifier
09WH47Z,Medical and Surgical,"Ear, Nose, Sinus",Revision,"Correcting, to the extent possible, a portion of a malfunctioning device or the position of a displaced device",H,"Ear, Right",4,Percutaneous Endoscopic,7,Autologous Tissue Substitute,Z,No Qualifier
09WH4DZ,Medical and Surgical,"Ear, Nose, Sinus",Revision,"Correcting, to the extent possible, a portion of a malfunctioning device or the position of a displaced device",H,"Ear, Right",4,Percutaneous Endoscopic,D,Intraluminal Device,Z,No Qualifier
09WH4JZ,Medical and Surgical,"Ear, Nose, Sinus",Revision,"Correcting, to the extent possible, a portion of a malfunctioning device or the position of a displaced device",H,"Ear, Right",4,Percutaneous Endoscopic,J,Synthetic Substitute,Z,No Qualifier
09WH4KZ,Medical and Surgical,"Ear, Nose, Sinus",Revision,"Correcting, to the extent possible, a portion of a malfunctioning device or the position of a displaced device",H,"Ear, Right",4,Percutaneous Endoscopic,K,Nonautologous Tissue Substitute,Z,No Qualifier
09WH4YZ,Medical and Surgical,"Ear, Nose, Sinus",Revision,"Correcting, to the extent possible, a portion of a malfunctioning device or the position of a displaced device",H,"Ear, Right",4,Percutaneous Endoscopic,Y,Other Device,Z,No Qualifier
09WH70Z,Medical and Surgical,"Ear, Nose, Sinus",Revision,"Correcting, to the extent possible, a portion of a malfunctioning device or the position of a displaced device",H,"Ear, Right",7,Via Natural or Artificial Opening,0,Drainage Device,Z,No Qualifier
09WH77Z,Medical and Surgical,"Ear, Nose, Sinus",Revision,"Correcting, to the extent possible, a portion of a malfunctioning device or the position of a displaced device",H,"Ear, Right",7,Via Natural or Artificial Opening,7,Autologous Tissue Substitute,Z,No Qualifier
09WH7DZ,Medical and Surgical,"Ear, Nose, Sinus",Revision,"Correcting, to the extent possible, a portion of a malfunctioning device or the position of a displaced device",H,"Ear, Right",7,Via Natural or Artificial Opening,D,Intraluminal Device,Z,No Qualifier
09WH7JZ,Medical and Surgical,"Ear, Nose, Sinus",Revision,"Correcting, to the extent possible, a portion of a malfunctioning device or the position of a displaced device",H,"Ear, Right",7,Via Natural or Artificial Opening,J,Synthetic Substitute,Z,No Qualifier
09WH7KZ,Medical and Surgical,"Ear, Nose, Sinus",Revision,"Correcting, to the extent possible, a portion of a malfunctioning device or the position of a displaced device",H,"Ear, Right",7,Via Natural or Artificial Opening,K,Nonautologous Tissue Substitute,Z,No Qualifier
09WH7YZ,Medical and Surgical,"Ear, Nose, Sinus",Revision,"Correcting, to the extent possible, a portion of a malfunctioning device or the position of a displaced device",H,"Ear, Right",7,Via Natural or Artificial Opening,Y,Other Device,Z,No Qualifier
09WH80Z,Medical and Surgical,"Ear, Nose, Sinus",Revision,"Correcting, to the extent possible, a portion of a malfunctioning device or the position of a displaced device",H,"Ear, Right",8,Via Natural or Artificial Opening Endoscopic,0,Drainage Device,Z,No Qualifier
09WH87Z,Medical and Surgical,"Ear, Nose, Sinus",Revision,"Correcting, to the extent possible, a portion of a malfunctioning device or the position of a displaced device",H,"Ear, Right",8,Via Natural or Artificial Opening Endoscopic,7,Autologous Tissue Substitute,Z,No Qualifier
09WH8DZ,Medical and Surgical,"Ear, Nose, Sinus",Revision,"Correcting, to the extent possible, a portion of a malfunctioning device or the position of a displaced device",H,"Ear, Right",8,Via Natural or Artificial Opening Endoscopic,D,Intraluminal Device,Z,No Qualifier
09WH8JZ,Medical and Surgical,"Ear, Nose, Sinus",Revision,"Correcting, to the extent possible, a portion of a malfunctioning device or the position of a displaced device",H,"Ear, Right",8,Via Natural or Artificial Opening Endoscopic,J,Synthetic Substitute,Z,No Qualifier
09WH8KZ,Medical and Surgical,"Ear, Nose, Sinus",Revision,"Correcting, to the extent possible, a portion of a malfunctioning device or the position of a displaced device",H,"Ear, Right",8,Via Natural or Artificial Opening Endoscopic,K,Nonautologous Tissue Substitute,Z,No Qualifier
09WH8YZ,Medical and Surgical,"Ear, Nose, Sinus",Revision,"Correcting, to the extent possible, a portion of a malfunctioning device or the position of a displaced device",H,"Ear, Right",8,Via Natural or Artificial Opening Endoscopic,Y,Other Device,Z,No Qualifier
09WJ00Z,Medical and Surgical,"Ear, Nose, Sinus",Revision,"Correcting, to the extent possible, a portion of a malfunctioning device or the position of a displaced device",J,"Ear, Left",0,Open,0,Drainage Device,Z,No Qualifier
09WJ07Z,Medical and Surgical,"Ear, Nose, Sinus",Revision,"Correcting, to the extent possible, a portion of a malfunctioning device or the position of a displaced device",J,"Ear, Left",0,Open,7,Autologous Tissue Substitute,Z,No Qualifier
09WJ0DZ,Medical and Surgical,"Ear, Nose, Sinus",Revision,"Correcting, to the extent possible, a portion of a malfunctioning device or the position of a displaced device",J,"Ear, Left",0,Open,D,Intraluminal Device,Z,No Qualifier
09WJ0JZ,Medical and Surgical,"Ear, Nose, Sinus",Revision,"Correcting, to the extent possible, a portion of a malfunctioning device or the position of a displaced device",J,"Ear, Left",0,Open,J,Synthetic Substitute,Z,No Qualifier
09WJ0KZ,Medical and Surgical,"Ear, Nose, Sinus",Revision,"Correcting, to the extent possible, a portion of a malfunctioning device or the position of a displaced device",J,"Ear, Left",0,Open,K,Nonautologous Tissue Substitute,Z,No Qualifier
09WJ0YZ,Medical and Surgical,"Ear, Nose, Sinus",Revision,"Correcting, to the extent possible, a portion of a malfunctioning device or the position of a displaced device",J,"Ear, Left",0,Open,Y,Other Device,Z,No Qualifier
09WJ30Z,Medical and Surgical,"Ear, Nose, Sinus",Revision,"Correcting, to the extent possible, a portion of a malfunctioning device or the position of a displaced device",J,"Ear, Left",3,Percutaneous,0,Drainage Device,Z,No Qualifier
09WJ37Z,Medical and Surgical,"Ear, Nose, Sinus",Revision,"Correcting, to the extent possible, a portion of a malfunctioning device or the position of a displaced device",J,"Ear, Left",3,Percutaneous,7,Autologous Tissue Substitute,Z,No Qualifier
09WJ3DZ,Medical and Surgical,"Ear, Nose, Sinus",Revision,"Correcting, to the extent possible, a portion of a malfunctioning device or the position of a displaced device",J,"Ear, Left",3,Percutaneous,D,Intraluminal Device,Z,No Qualifier
09WJ3JZ,Medical and Surgical,"Ear, Nose, Sinus",Revision,"Correcting, to the extent possible, a portion of a malfunctioning device or the position of a displaced device",J,"Ear, Left",3,Percutaneous,J,Synthetic Substitute,Z,No Qualifier
09WJ3KZ,Medical and Surgical,"Ear, Nose, Sinus",Revision,"Correcting, to the extent possible, a portion of a malfunctioning device or the position of a displaced device",J,"Ear, Left",3,Percutaneous,K,Nonautologous Tissue Substitute,Z,No Qualifier
09WJ3YZ,Medical and Surgical,"Ear, Nose, Sinus",Revision,"Correcting, to the extent possible, a portion of a malfunctioning device or the position of a displaced device",J,"Ear, Left",3,Percutaneous,Y,Other Device,Z,No Qualifier
09WJ40Z,Medical and Surgical,"Ear, Nose, Sinus",Revision,"Correcting, to the extent possible, a portion of a malfunctioning device or the position of a displaced device",J,"Ear, Left",4,Percutaneous Endoscopic,0,Drainage Device,Z,No Qualifier
09WJ47Z,Medical and Surgical,"Ear, Nose, Sinus",Revision,"Correcting, to the extent possible, a portion of a malfunctioning device or the position of a displaced device",J,"Ear, Left",4,Percutaneous Endoscopic,7,Autologous Tissue Substitute,Z,No Qualifier
09WJ4DZ,Medical and Surgical,"Ear, Nose, Sinus",Revision,"Correcting, to the extent possible, a portion of a malfunctioning device or the position of a displaced device",J,"Ear, Left",4,Percutaneous Endoscopic,D,Intraluminal Device,Z,No Qualifier
09WJ4JZ,Medical and Surgical,"Ear, Nose, Sinus",Revision,"Correcting, to the extent possible, a portion of a malfunctioning device or the position of a displaced device",J,"Ear, Left",4,Percutaneous Endoscopic,J,Synthetic Substitute,Z,No Qualifier
09WJ4KZ,Medical and Surgical,"Ear, Nose, Sinus",Revision,"Correcting, to the extent possible, a portion of a malfunctioning device or the position of a displaced device",J,"Ear, Left",4,Percutaneous Endoscopic,K,Nonautologous Tissue Substitute,Z,No Qualifier
09WJ4YZ,Medical and Surgical,"Ear, Nose, Sinus",Revision,"Correcting, to the extent possible, a portion of a malfunctioning device or the position of a displaced device",J,"Ear, Left",4,Percutaneous Endoscopic,Y,Other Device,Z,No Qualifier
09WJ70Z,Medical and Surgical,"Ear, Nose, Sinus",Revision,"Correcting, to the extent possible, a portion of a malfunctioning device or the position of a displaced device",J,"Ear, Left",7,Via Natural or Artificial Opening,0,Drainage Device,Z,No Qualifier
09WJ77Z,Medical and Surgical,"Ear, Nose, Sinus",Revision,"Correcting, to the extent possible, a portion of a malfunctioning device or the position of a displaced device",J,"Ear, Left",7,Via Natural or Artificial Opening,7,Autologous Tissue Substitute,Z,No Qualifier
09WJ7DZ,Medical and Surgical,"Ear, Nose, Sinus",Revision,"Correcting, to the extent possible, a portion of a malfunctioning device or the position of a displaced device",J,"Ear, Left",7,Via Natural or Artificial Opening,D,Intraluminal Device,Z,No Qualifier
09WJ7JZ,Medical and Surgical,"Ear, Nose, Sinus",Revision,"Correcting, to the extent possible, a portion of a malfunctioning device or the position of a displaced device",J,"Ear, Left",7,Via Natural or Artificial Opening,J,Synthetic Substitute,Z,No Qualifier
09WJ7KZ,Medical and Surgical,"Ear, Nose, Sinus",Revision,"Correcting, to the extent possible, a portion of a malfunctioning device or the position of a displaced device",J,"Ear, Left",7,Via Natural or Artificial Opening,K,Nonautologous Tissue Substitute,Z,No Qualifier
09WJ7YZ,Medical and Surgical,"Ear, Nose, Sinus",Revision,"Correcting, to the extent possible, a portion of a malfunctioning device or the position of a displaced device",J,"Ear, Left",7,Via Natural or Artificial Opening,Y,Other Device,Z,No Qualifier
09WJ80Z,Medical and Surgical,"Ear, Nose, Sinus",Revision,"Correcting, to the extent possible, a portion of a malfunctioning device or the position of a displaced device",J,"Ear, Left",8,Via Natural or Artificial Opening Endoscopic,0,Drainage Device,Z,No Qualifier
09WJ87Z,Medical and Surgical,"Ear, Nose, Sinus",Revision,"Correcting, to the extent possible, a portion of a malfunctioning device or the position of a displaced device",J,"Ear, Left",8,Via Natural or Artificial Opening Endoscopic,7,Autologous Tissue Substitute,Z,No Qualifier
09WJ8DZ,Medical and Surgical,"Ear, Nose, Sinus",Revision,"Correcting, to the extent possible, a portion of a malfunctioning device or the position of a displaced device",J,"Ear, Left",8,Via Natural or Artificial Opening Endoscopic,D,Intraluminal Device,Z,No Qualifier
09WJ8JZ,Medical and Surgical,"Ear, Nose, Sinus",Revision,"Correcting, to the extent possible, a portion of a malfunctioning device or the position of a displaced device",J,"Ear, Left",8,Via Natural or Artificial Opening Endoscopic,J,Synthetic Substitute,Z,No Qualifier
09WJ8KZ,Medical and Surgical,"Ear, Nose, Sinus",Revision,"Correcting, to the extent possible, a portion of a malfunctioning device or the position of a displaced device",J,"Ear, Left",8,Via Natural or Artificial Opening Endoscopic,K,Nonautologous Tissue Substitute,Z,No Qualifier
09WJ8YZ,Medical and Surgical,"Ear, Nose, Sinus",Revision,"Correcting, to the extent possible, a portion of a malfunctioning device or the position of a displaced device",J,"Ear, Left",8,Via Natural or Artificial Opening Endoscopic,Y,Other Device,Z,No Qualifier
09WK00Z,Medical and Surgical,"Ear, Nose, Sinus",Revision,"Correcting, to the extent possible, a portion of a malfunctioning device or the position of a displaced device",K,Nasal Mucosa and Soft Tissue,0,Open,0,Drainage Device,Z,No Qualifier
09WK07Z,Medical and Surgical,"Ear, Nose, Sinus",Revision,"Correcting, to the extent possible, a portion of a malfunctioning device or the position of a displaced device",K,Nasal Mucosa and Soft Tissue,0,Open,7,Autologous Tissue Substitute,Z,No Qualifier
09WK0DZ,Medical and Surgical,"Ear, Nose, Sinus",Revision,"Correcting, to the extent possible, a portion of a malfunctioning device or the position of a displaced device",K,Nasal Mucosa and Soft Tissue,0,Open,D,Intraluminal Device,Z,No Qualifier
09WK0JZ,Medical and Surgical,"Ear, Nose, Sinus",Revision,"Correcting, to the extent possible, a portion of a malfunctioning device or the position of a displaced device",K,Nasal Mucosa and Soft Tissue,0,Open,J,Synthetic Substitute,Z,No Qualifier
09WK0KZ,Medical and Surgical,"Ear, Nose, Sinus",Revision,"Correcting, to the extent possible, a portion of a malfunctioning device or the position of a displaced device",K,Nasal Mucosa and Soft Tissue,0,Open,K,Nonautologous Tissue Substitute,Z,No Qualifier
09WK0YZ,Medical and Surgical,"Ear, Nose, Sinus",Revision,"Correcting, to the extent possible, a portion of a malfunctioning device or the position of a displaced device",K,Nasal Mucosa and Soft Tissue,0,Open,Y,Other Device,Z,No Qualifier
09WK30Z,Medical and Surgical,"Ear, Nose, Sinus",Revision,"Correcting, to the extent possible, a portion of a malfunctioning device or the position of a displaced device",K,Nasal Mucosa and Soft Tissue,3,Percutaneous,0,Drainage Device,Z,No Qualifier
09WK37Z,Medical and Surgical,"Ear, Nose, Sinus",Revision,"Correcting, to the extent possible, a portion of a malfunctioning device or the position of a displaced device",K,Nasal Mucosa and Soft Tissue,3,Percutaneous,7,Autologous Tissue Substitute,Z,No Qualifier
09WK3DZ,Medical and Surgical,"Ear, Nose, Sinus",Revision,"Correcting, to the extent possible, a portion of a malfunctioning device or the position of a displaced device",K,Nasal Mucosa and Soft Tissue,3,Percutaneous,D,Intraluminal Device,Z,No Qualifier
